,ID,Customer_Join_Date,Year_Birth,Customer_Join_Age,Age_Group,Education,Income_Class,Marital_Status,Income,Kidhome,Teenhome,Childrenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotalPurchase,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumOfPurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp6,Accepted_Rate,NumDealsPurchases,Complain
1128,8977,2013-01-12,1985,28,Adult,Basic,Lower,Single,16581,0,0,0,51,1,3,4,2,3,11,24,0,0,3,3,4,0,0,0,0,0,0,0,1,0
1129,4756,2013-12-20,1952,61,Old,2n Cycle,Middle,Divorced,63998,0,0,0,42,176,29,818,0,33,112,1168,7,6,11,24,4,0,0,0,0,0,1,1,1,0
1130,3412,2013-01-15,1951,62,Old,Master,Middle,Married,67381,0,1,1,67,815,8,53,11,0,70,957,2,2,9,13,7,0,0,0,1,0,0,1,4,0
1131,606,2013-10-10,1967,46,Adult,Graduation,Lower,Single,25930,1,1,2,87,6,1,2,2,0,4,15,1,0,2,3,7,0,0,0,0,0,0,0,1,0
1132,5961,2014-06-07,1978,36,Adult,Graduation,Middle,Married,42693,1,0,1,29,8,4,20,6,3,16,57,1,0,3,4,5,0,0,0,0,0,0,0,1,0
1133,2975,2012-11-12,1976,36,Adult,Graduation,Upper,Together,85606,0,1,1,89,717,42,864,219,30,84,1956,6,7,9,22,3,1,0,0,0,0,0,1,2,0
1134,2894,2013-10-29,1985,28,Adult,Graduation,Upper,Single,72903,0,0,0,74,1067,138,750,0,19,39,2013,7,5,8,20,4,1,0,0,1,1,1,4,1,0
1135,7613,2014-05-24,1974,40,Adult,2n Cycle,Middle,Together,49669,1,0,1,97,166,5,107,11,8,29,326,5,1,6,12,6,0,0,0,0,0,0,0,2,0
1136,10542,2012-08-05,1968,44,Adult,PhD,Middle,Married,36778,1,1,2,63,29,4,34,2,4,4,77,3,0,3,6,9,0,0,0,0,0,0,0,3,0
1137,8015,2013-05-03,1962,51,Adult,PhD,Upper,Divorced,85696,0,0,0,88,714,76,395,116,0,12,1313,4,6,9,19,1,0,0,0,0,0,1,1,1,0
1138,10617,2014-05-22,1989,25,Adult,Master,Lower,Divorced,10979,0,0,0,34,8,4,10,2,2,4,30,3,0,3,6,5,0,0,0,0,0,0,0,2,0
1139,11166,2013-02-02,1961,52,Adult,Graduation,Middle,Married,49678,0,1,1,81,229,5,56,3,2,20,315,6,2,4,12,7,0,0,0,0,0,0,0,2,0
1140,849,2013-06-20,1953,60,Old,Master,Middle,Together,56129,0,1,1,65,320,48,133,39,72,48,660,6,2,10,18,4,0,0,0,0,0,0,0,4,0
1141,523,2013-01-31,1989,24,Adult,Graduation,Middle,Married,37155,1,0,1,51,23,0,26,7,15,3,74,2,0,4,6,5,0,0,0,0,0,0,0,1,0
1142,4066,2014-05-11,1978,36,Adult,2n Cycle,Lower,Divorced,21282,1,0,1,76,1,5,8,4,8,20,46,2,1,2,5,6,0,0,0,0,0,0,0,2,0
1143,8414,2013-08-17,1962,51,Adult,PhD,Lower,Single,33419,0,1,1,76,56,0,12,0,0,18,86,2,0,4,6,7,0,0,0,0,0,0,0,2,0
1144,819,2013-11-05,1945,68,Old,Graduation,Middle,Widow,63285,0,0,0,84,508,124,249,50,38,134,1103,6,5,13,24,3,0,0,0,0,0,0,0,1,0
1145,4961,2014-01-21,1974,40,Adult,Master,Lower,Together,21255,1,0,1,56,29,0,25,2,2,3,61,2,1,4,7,4,0,0,0,0,0,0,0,4,0
1146,749,2013-11-19,1981,32,Adult,Graduation,Middle,Together,42162,1,0,1,31,46,7,59,2,4,27,145,3,1,3,7,6,0,0,1,0,0,1,2,2,0
1147,5430,2012-09-14,1956,56,Adult,Graduation,Middle,Together,54450,1,1,2,0,454,0,171,8,19,32,684,9,2,8,19,8,0,0,0,0,0,0,0,12,0
1148,7755,2013-11-12,1954,59,Adult,PhD,Middle,Married,57744,0,1,1,91,350,3,39,0,0,19,411,9,1,4,14,8,0,0,0,0,0,0,0,2,0
1149,10525,2012-10-13,1986,26,Adult,Graduation,Lower,Single,26576,1,0,1,40,10,0,8,0,0,9,27,1,0,2,3,9,0,0,1,0,0,1,2,1,0
1150,1453,2013-07-06,1943,70,Old,PhD,Middle,Widow,57513,0,0,0,59,735,40,183,52,20,30,1060,9,3,13,25,6,0,0,0,0,0,0,0,2,0
1151,8310,2012-08-29,1964,48,Adult,Graduation,Upper,Together,68142,0,1,1,96,897,126,196,91,112,37,1459,10,4,7,21,6,0,0,0,0,0,0,0,3,0
1152,10710,2012-08-29,1979,33,Adult,Graduation,Lower,Married,7500,0,1,1,61,5,2,3,3,0,5,18,1,0,2,3,8,0,0,0,0,0,0,0,1,0
1153,5031,2012-09-22,1974,38,Adult,Graduation,Upper,Together,83145,0,0,0,14,777,35,731,39,137,114,1833,5,9,11,25,2,0,0,0,0,1,1,2,1,0
1154,2613,2014-04-03,1960,54,Adult,Master,Middle,Married,54197,0,1,1,16,162,6,37,6,13,13,237,1,3,6,10,1,0,0,0,0,0,0,0,2,0
1155,213,2014-05-28,1963,51,Adult,PhD,Lower,Single,23091,1,1,2,98,35,0,11,0,0,2,48,2,1,3,6,7,0,0,0,0,0,0,0,4,0
1156,967,2013-07-21,1976,37,Adult,Graduation,Middle,Married,46049,1,1,2,11,342,9,112,19,14,19,515,5,2,9,16,7,0,0,0,0,0,1,1,10,0
1157,1077,2012-12-05,1974,38,Adult,Graduation,Middle,Together,56715,0,0,0,52,258,105,239,237,172,9,1020,7,3,4,14,4,0,0,0,0,0,0,0,1,0
1158,7959,2014-05-29,1961,53,Adult,Graduation,Upper,Married,79410,0,0,0,19,658,80,483,123,13,13,1370,3,2,5,10,1,0,0,0,0,0,0,0,1,0
1159,640,2013-03-11,1951,62,Old,Graduation,Middle,Married,57304,0,1,1,61,356,80,329,138,17,106,1026,7,6,10,23,5,0,0,0,0,0,0,0,2,0
1160,4252,2014-03-23,1965,49,Adult,Graduation,Middle,Married,44375,0,1,1,73,213,5,28,7,7,41,301,4,1,6,11,5,0,0,0,0,0,0,0,1,0
1161,8432,2012-09-14,1956,56,Adult,Graduation,Middle,Together,54450,1,1,2,0,454,0,171,8,19,32,684,9,2,8,19,8,0,0,0,0,0,0,0,12,0
1162,6218,2012-10-20,1965,47,Adult,Graduation,Middle,Married,59594,0,1,1,74,457,4,29,0,0,9,499,8,1,7,16,7,0,0,0,1,0,0,1,1,0
1163,6905,2012-08-22,1994,18,Young,Graduation,Upper,Together,80685,0,0,0,55,241,45,604,34,26,54,1004,6,4,10,20,2,0,0,0,0,0,0,0,1,0
1164,5922,2013-10-13,1974,39,Adult,PhD,Middle,Married,40344,0,1,1,48,210,0,6,0,0,2,218,4,1,5,10,7,0,0,0,0,0,0,0,2,0
1165,3598,2013-05-23,1972,41,Adult,Graduation,Middle,Married,62710,0,1,1,53,441,35,83,7,29,11,606,4,2,12,18,4,0,0,0,0,0,0,0,4,0
1166,6116,2013-07-05,1968,45,Adult,2n Cycle,Middle,Married,48985,0,1,1,13,19,13,18,10,7,8,75,1,1,3,5,3,0,0,0,0,0,0,0,1,0
1167,6263,2012-08-22,1968,44,Adult,Graduation,Lower,Together,35322,1,2,3,34,28,9,37,12,7,13,106,2,0,4,6,8,0,0,0,0,0,0,0,3,0
1168,10486,2013-05-29,1948,65,Old,Graduation,Upper,Married,77142,0,0,0,54,476,75,162,29,151,97,990,4,4,8,16,2,0,0,0,0,0,0,0,1,0
1169,2410,2014-01-22,1969,45,Adult,Graduation,Upper,Single,81657,0,0,0,69,364,40,425,158,60,50,1097,3,4,8,15,1,0,0,0,0,0,0,0,1,0
1170,193,2014-02-17,1996,18,Young,Basic,Lower,Married,14421,0,0,0,81,0,0,2,3,3,8,16,1,0,2,3,5,0,0,1,0,0,0,1,1,0
1171,3363,2014-03-17,1974,40,Adult,2n Cycle,Lower,Married,20130,0,0,0,99,0,6,3,7,6,12,34,1,0,3,4,8,0,0,0,0,0,0,0,1,0
1172,8278,2012-08-26,1990,22,Young,PhD,Upper,Married,74214,0,0,0,3,863,83,547,86,99,33,1711,8,2,5,15,5,0,0,0,0,0,0,0,1,0
1173,10660,2014-01-12,1957,57,Adult,Master,Middle,Married,66726,1,1,2,61,349,7,35,0,0,47,438,8,2,4,14,7,0,0,0,1,0,0,1,3,0
1174,8686,2013-01-08,1979,34,Adult,Basic,Lower,Together,23724,1,0,1,65,5,23,15,0,18,14,75,2,0,3,5,8,0,0,0,0,0,0,0,2,0
1175,1604,2013-11-13,1960,53,Adult,Master,Middle,Married,47353,0,1,1,93,184,2,19,8,8,4,225,2,2,6,10,5,0,0,0,0,0,0,0,3,0
1176,5907,2012-11-03,1952,60,Old,Master,Lower,Married,33444,1,1,2,24,8,0,8,0,0,2,18,1,0,2,3,8,0,0,0,0,0,0,0,1,0
1177,10669,2013-05-17,1981,32,Adult,Graduation,Middle,Married,54386,0,1,1,8,277,21,64,62,21,25,470,3,2,10,15,3,0,0,0,0,0,0,0,2,0
1178,2918,2013-04-13,1981,32,Adult,Graduation,Lower,Divorced,28510,1,1,2,72,44,5,19,0,4,19,91,2,0,4,6,5,0,0,0,0,0,0,0,3,0
1179,5735,2014-02-13,1991,23,Young,Master,Upper,Single,90638,0,0,0,29,1156,120,915,94,144,96,2525,3,4,10,17,1,0,0,0,0,1,0,1,1,0
1180,359,2013-01-13,1950,63,Old,Graduation,Middle,Together,48070,0,1,1,33,373,14,83,6,9,19,504,8,2,6,16,7,0,0,0,0,0,0,0,3,1
1181,8387,2013-01-05,1957,56,Adult,Graduation,Middle,Married,43140,0,1,1,68,134,8,76,6,0,11,235,4,1,5,10,6,0,0,0,0,0,0,0,1,0
1182,1829,2013-01-19,1961,52,Adult,PhD,Middle,Divorced,54959,0,1,1,55,1148,0,60,0,0,24,1232,9,5,4,18,7,0,0,0,1,0,1,2,3,0
1183,3839,2013-05-03,1958,55,Adult,Basic,Lower,Single,15056,1,1,2,76,6,12,3,21,6,40,88,2,2,3,7,5,0,0,0,0,0,0,0,5,0
1184,9392,2014-05-08,1971,43,Adult,Graduation,Lower,Single,26954,1,0,1,17,4,1,11,0,0,1,17,1,0,2,3,7,0,0,0,0,0,0,0,1,0
1185,2292,2013-08-02,1985,28,Adult,Graduation,Lower,Single,22327,1,0,1,94,5,4,8,2,0,5,24,1,0,3,4,5,0,0,0,0,0,0,0,1,0
1186,10466,2013-08-22,1965,48,Adult,Graduation,Middle,Married,44393,1,1,2,86,24,2,20,2,2,10,60,1,0,4,5,4,0,0,0,0,0,0,0,2,0
1187,9855,2013-08-25,1952,61,Old,PhD,Middle,Single,62000,0,1,1,25,899,0,101,0,0,20,1020,6,6,13,25,4,1,0,0,0,0,0,1,1,0
1188,4088,2012-12-06,1962,50,Adult,PhD,Lower,Together,31497,0,1,1,22,108,1,28,13,1,4,155,3,1,4,8,8,0,0,0,0,0,0,0,2,0
1189,5231,2014-02-27,1974,40,Adult,2n Cycle,Middle,Married,45894,0,2,2,15,27,2,7,0,2,13,51,1,0,3,4,5,0,0,0,0,0,0,0,1,0
1190,590,2012-12-22,1970,42,Adult,Master,Upper,Divorced,78579,0,0,0,35,816,66,549,216,66,99,1812,5,6,4,15,3,0,0,0,0,0,1,1,1,0
1191,8732,2012-11-17,1969,43,Adult,Master,Middle,Widow,67369,0,1,1,81,1298,0,70,37,14,42,1461,7,4,10,21,4,0,0,0,1,1,1,3,4,0
1192,2315,2014-04-20,1960,54,Adult,Graduation,Middle,Divorced,58401,0,1,1,55,10,0,11,17,29,29,96,1,2,2,5,4,0,0,0,0,0,0,0,1,0
1193,3515,2014-02-17,1952,62,Old,Graduation,Middle,Single,62307,0,1,1,94,87,13,34,10,6,10,160,4,0,4,8,5,0,0,0,0,0,0,0,1,0
1194,2245,2013-04-22,1969,44,Adult,Master,Middle,Married,43641,1,1,2,50,57,2,51,4,2,23,139,2,1,4,7,6,0,0,0,0,0,0,0,3,0
1195,6283,2013-04-21,1968,45,Adult,Master,Middle,Divorced,63841,0,1,1,64,635,15,100,20,7,131,908,9,3,9,21,6,0,0,0,0,0,0,0,1,0
1196,2246,2013-09-01,1965,48,Adult,2n Cycle,Middle,Married,46891,0,1,1,91,43,12,23,29,15,61,183,2,1,4,7,4,0,0,0,0,0,0,0,1,0
1197,6606,2013-03-31,1969,44,Adult,Master,Upper,Married,70091,1,0,1,11,964,34,137,15,0,11,1161,5,2,10,17,8,0,0,0,1,0,0,1,2,0
1198,5545,2014-04-05,1972,42,Adult,PhD,Upper,Married,78075,0,0,0,72,572,8,259,34,35,80,988,3,5,5,13,1,0,0,0,0,0,0,0,1,0
1199,7342,2012-09-09,1961,51,Adult,2n Cycle,Middle,Widow,59184,0,1,1,6,341,142,113,259,151,66,1072,6,6,12,24,5,0,0,0,0,0,0,0,3,0
1200,837,2013-09-11,1977,36,Adult,Graduation,Middle,Married,54809,1,1,2,0,63,6,57,13,13,22,174,2,1,5,8,4,0,0,0,0,0,0,0,4,0
1201,9500,2013-01-25,1959,54,Adult,Graduation,Middle,Married,58113,0,1,1,66,221,104,169,102,78,84,758,9,2,8,19,7,0,0,0,0,0,0,0,3,1
1202,3602,2013-12-31,1958,55,Adult,Master,Middle,Married,51412,0,1,1,42,140,3,29,4,5,14,195,3,2,4,9,4,0,0,0,0,0,0,0,2,0
1203,234,2012-10-10,1979,33,Adult,Graduation,Lower,Divorced,15287,1,0,1,60,1,2,8,4,3,13,31,1,1,2,4,7,0,0,1,0,0,1,2,2,0
1204,2995,2013-08-17,1957,56,Adult,Master,Middle,Together,66636,0,0,0,64,291,10,689,84,10,0,1084,3,4,9,16,1,0,0,0,0,0,0,0,1,0
1205,1118,2013-02-20,1956,57,Adult,Master,Middle,Married,50965,0,1,1,87,544,13,85,8,6,29,685,10,4,5,19,8,0,0,1,0,0,0,1,3,0
1206,7789,2013-11-22,1965,48,Adult,PhD,Upper,Married,84618,0,0,0,96,684,100,801,21,66,0,1672,6,9,10,25,2,0,0,0,0,1,0,1,1,0
1207,3068,2013-10-29,1990,23,Young,Graduation,Lower,Married,18351,0,0,0,1,1,12,9,0,14,7,43,2,0,3,5,7,0,0,0,0,0,0,0,1,0
1208,8955,2014-02-16,1957,57,Adult,PhD,Middle,Together,40451,0,2,2,54,35,0,4,0,0,10,49,1,1,2,4,5,0,0,1,0,0,0,1,1,0
1209,945,2013-05-22,1965,48,Adult,Graduation,Middle,Together,36317,0,1,1,53,87,3,25,3,2,13,133,3,0,4,7,7,0,0,0,0,0,0,0,2,0
1210,5644,2013-10-12,1957,56,Adult,Graduation,Middle,Together,42213,0,1,1,96,309,3,24,4,3,20,363,5,1,7,13,7,0,0,0,1,0,0,1,2,0
1211,7192,2013-04-15,1955,58,Adult,Graduation,Middle,Together,65748,0,1,1,58,172,73,93,95,78,34,545,2,4,10,16,1,0,0,0,0,0,0,0,2,1
1212,2324,2013-10-27,1972,41,Adult,Graduation,Upper,Together,77044,0,1,1,12,625,38,242,50,34,76,1065,7,11,11,29,4,0,0,1,0,0,0,1,2,0
1213,697,2013-03-12,1969,44,Adult,Graduation,Upper,Together,74918,0,0,0,78,972,59,913,25,19,59,2047,5,9,6,20,3,0,0,0,0,1,0,1,1,0
1214,3439,2012-10-31,1972,40,Adult,Graduation,Middle,Married,56721,1,1,2,64,157,6,39,6,13,75,296,4,1,5,10,6,0,0,0,0,0,0,0,5,0
1215,1506,2013-06-28,1975,38,Adult,Graduation,Middle,Single,42160,1,1,2,26,48,9,45,3,15,20,140,2,1,4,7,6,0,0,0,0,0,1,1,4,0
1216,232,2013-07-17,1965,48,Adult,Graduation,Middle,Single,61559,0,1,1,8,279,83,88,32,14,34,530,4,2,10,16,3,0,0,0,0,0,0,0,1,0
1217,8876,2012-08-08,1963,49,Adult,PhD,Lower,Together,33629,1,1,2,49,132,0,16,0,0,4,152,3,1,4,8,9,0,0,0,0,0,0,0,5,0
1218,4500,2013-10-06,1991,22,Young,PhD,Upper,Together,68682,0,0,0,56,919,0,505,99,30,45,1598,4,9,10,23,2,0,0,0,0,0,0,0,1,0
1219,9739,2013-01-19,1963,50,Adult,Graduation,Lower,Single,34377,0,1,1,55,62,0,22,3,1,26,114,2,2,2,6,7,0,0,0,0,0,0,0,2,0
1220,10395,2012-08-22,1986,26,Adult,Basic,Lower,Single,8940,1,0,1,25,1,45,3,4,6,42,101,3,1,3,7,8,0,0,0,0,0,0,0,3,0
1221,1176,2013-09-22,1973,40,Adult,Graduation,Lower,Married,26228,1,0,1,50,2,6,4,3,1,9,25,1,0,2,3,8,0,0,0,0,0,0,0,1,0
1222,1627,2013-01-26,1957,56,Adult,2n Cycle,Upper,Divorced,77297,0,0,0,84,408,61,109,48,122,41,789,5,7,9,21,4,1,0,0,0,0,0,1,1,0
1223,938,2013-07-30,1981,32,Adult,Graduation,Middle,Married,40211,1,1,2,30,51,1,7,2,1,25,87,2,1,2,5,8,0,0,1,0,0,0,1,2,0
1224,2740,2013-09-22,1958,55,Adult,PhD,Lower,Widow,33438,1,1,2,81,62,1,16,3,2,6,90,2,1,4,7,5,0,0,0,0,0,0,0,4,0
1225,257,2013-04-28,1959,54,Adult,PhD,Upper,Married,75032,0,1,1,74,952,12,180,47,12,12,1215,5,4,9,18,3,0,0,0,0,0,0,0,2,0
1226,4058,2013-10-12,1955,58,Adult,PhD,Middle,Single,61284,0,0,0,76,618,15,106,20,7,45,811,11,2,8,21,6,0,0,0,1,0,0,1,1,0
1227,7736,2012-10-22,1986,26,Adult,Graduation,Lower,Married,22518,1,0,1,36,11,7,12,2,2,27,61,2,1,2,5,5,0,0,1,0,0,1,2,2,0
1228,8210,2013-08-15,1975,38,Adult,Master,Middle,Married,54730,0,1,1,64,318,3,17,4,7,56,405,4,1,8,13,4,0,0,0,0,0,0,0,5,0
1229,833,2014-03-30,1955,59,Adult,Master,Middle,Married,38452,1,1,2,62,56,0,14,0,0,2,72,3,0,3,6,7,0,0,0,0,0,0,0,3,0
1230,6230,2013-02-15,1971,42,Adult,Graduation,Middle,Divorced,44421,1,1,2,53,110,5,59,7,1,7,189,5,0,4,9,8,0,0,0,0,0,0,0,5,0
1231,7325,2013-06-29,1986,27,Adult,PhD,Middle,Together,38197,1,0,1,86,23,0,11,2,1,3,40,1,0,3,4,5,0,0,0,0,0,0,0,1,0
1232,1307,2014-02-09,1978,36,Adult,Graduation,Middle,Divorced,41986,0,1,1,15,27,5,8,8,3,12,63,3,0,4,7,4,0,0,0,0,0,0,0,3,0
1233,1502,2013-03-21,1983,30,Adult,Graduation,Lower,Together,28427,1,0,1,67,18,3,19,3,3,6,52,2,0,3,5,8,0,0,0,0,0,0,0,2,0
1234,6211,2014-05-02,1976,38,Adult,PhD,Middle,Together,37395,1,0,1,47,18,0,9,0,1,11,39,1,0,3,4,6,0,0,0,0,0,0,0,1,0
1235,843,2014-05-26,1971,43,Adult,Graduation,Middle,Married,64722,1,0,1,47,303,0,280,60,147,15,805,8,2,11,21,6,0,0,0,0,0,0,0,4,0
1236,4174,2014-04-17,1956,58,Adult,Master,Middle,Together,55249,0,1,1,81,97,1,19,2,0,11,130,2,1,4,7,3,0,0,0,0,0,0,0,1,0
1237,9757,2013-10-04,1972,41,Adult,Graduation,Upper,Together,84906,0,0,0,98,997,15,414,99,30,76,1631,5,6,12,23,2,0,1,0,1,1,0,3,1,0
1238,6918,2013-07-04,1989,24,Adult,Graduation,Lower,Married,28691,1,0,1,56,5,4,13,8,0,4,34,1,0,3,4,8,0,0,0,0,0,0,0,1,0
1239,286,2013-11-29,1952,61,Old,Graduation,Middle,Single,44213,1,1,2,48,95,11,35,0,4,7,152,2,1,5,8,6,0,0,0,0,0,0,0,4,0
1240,11086,2014-01-18,1984,30,Adult,Basic,Lower,Single,25707,1,0,1,18,1,6,2,3,6,3,21,1,0,3,4,7,0,0,0,0,0,0,0,1,0
1241,1921,2013-10-03,1967,46,Adult,PhD,Middle,Married,59062,2,1,3,74,46,1,12,3,0,9,71,2,0,3,5,4,0,0,0,0,0,0,0,2,0
1242,4138,2014-05-24,1962,52,Adult,Graduation,Upper,Single,76624,0,1,1,68,411,106,147,54,115,66,899,5,10,7,22,1,0,0,1,0,0,0,1,1,0
1243,7718,2014-04-20,1947,67,Old,Master,Middle,Together,66000,0,0,0,36,244,51,270,101,0,45,711,1,3,5,9,1,0,0,0,0,0,0,0,1,0
1244,1291,2012-08-04,1978,34,Adult,PhD,Lower,Together,27683,1,0,1,90,152,9,121,12,12,45,351,6,2,4,12,8,0,0,0,0,0,0,0,4,0
1245,6862,2014-05-18,1971,43,Adult,Graduation,Lower,Divorced,1730,0,0,0,65,1,1,3,1,1,1,8,0,0,0,0,20,0,0,0,0,0,0,0,15,0
1246,4136,2012-12-03,1992,20,Young,Basic,Lower,Single,7500,1,0,1,63,10,17,18,8,26,40,119,3,2,2,7,9,0,0,0,0,0,0,0,4,0
1247,803,2013-04-05,1968,45,Adult,Graduation,Middle,Together,40521,1,1,2,82,12,0,5,0,0,4,21,0,1,2,3,5,0,0,0,0,0,0,0,1,0
1248,4298,2014-03-24,1973,41,Adult,PhD,Lower,Together,20427,1,0,1,63,5,0,4,0,0,1,10,1,0,2,3,8,0,0,0,0,0,0,0,1,0
1249,10833,2014-05-24,1975,39,Adult,Graduation,Middle,Married,65106,0,1,1,55,790,19,133,12,0,19,973,8,3,13,24,6,0,0,0,1,0,0,1,3,0
1250,9606,2013-08-27,1965,48,Adult,PhD,Upper,Married,69969,0,0,0,64,882,29,514,38,29,44,1536,4,2,6,12,3,1,0,0,0,1,1,3,1,0
1251,8534,2013-07-16,1952,61,Old,Graduation,Middle,Married,67433,0,2,2,51,615,28,259,12,48,30,992,6,5,13,24,4,0,0,0,1,0,0,1,4,0
1252,5153,2013-02-22,1967,46,Adult,PhD,Upper,Married,77766,0,1,1,97,1004,59,265,115,59,27,1529,11,10,11,32,6,0,0,1,0,0,1,2,2,0
1253,961,2013-09-12,1972,41,Adult,Graduation,Upper,Married,74716,0,1,1,92,133,27,421,13,195,71,860,7,3,5,15,4,0,0,0,0,0,0,0,2,0
1254,5011,2013-10-18,1963,50,Adult,Graduation,Middle,Divorced,68118,0,1,1,51,595,23,123,10,23,154,928,8,9,4,21,6,0,0,0,0,0,0,0,2,0
1255,6653,2012-07-30,1970,42,Adult,PhD,Middle,Married,55158,1,1,2,72,293,0,87,4,11,23,418,7,2,5,14,7,0,0,0,0,0,1,1,4,0
1256,9094,2012-08-03,1955,57,Adult,2n Cycle,Middle,Married,62972,0,1,1,39,313,15,47,20,0,192,587,7,4,3,14,6,0,0,0,0,0,1,1,2,0
1257,810,2014-05-12,1975,39,Adult,Graduation,Upper,Married,74190,0,1,1,49,151,81,86,168,91,64,641,4,2,11,17,2,0,0,0,0,0,0,0,2,0
1258,5493,2014-03-19,1976,38,Adult,Graduation,Middle,Married,39356,1,1,2,21,15,0,2,0,0,6,23,1,0,2,3,6,0,0,1,0,0,0,1,1,0
1259,2147,2013-08-16,1969,44,Adult,Graduation,Upper,Together,76653,0,0,0,91,736,63,946,219,189,126,2279,4,7,11,22,2,1,0,0,0,1,0,2,1,0
1260,5107,2014-05-19,1973,41,Adult,PhD,Middle,Divorced,35860,1,1,2,37,15,0,8,4,2,20,49,1,1,2,4,5,0,0,1,0,0,0,1,2,0
1261,3979,2013-05-22,1983,30,Adult,PhD,Upper,Divorced,90687,0,0,0,98,982,17,672,23,34,51,1779,6,2,8,16,2,0,0,0,0,1,1,2,1,0
1262,6049,2013-12-05,1982,31,Adult,Master,Upper,Together,73450,0,0,0,85,1142,51,415,90,69,37,1804,7,8,11,26,3,1,0,1,0,0,0,2,1,0
1263,8147,2013-07-06,1960,53,Adult,Graduation,Lower,Married,31454,1,1,2,40,28,0,11,0,0,9,48,2,0,3,5,8,0,0,0,0,0,0,0,3,0
1264,1857,2014-03-06,1952,62,Old,Graduation,Middle,Single,47139,1,1,2,2,46,0,12,0,2,23,83,2,1,2,5,7,0,0,0,0,0,1,1,2,0
1265,3910,2013-10-08,1975,38,Adult,Graduation,Upper,Divorced,83829,0,0,0,78,897,161,430,186,161,27,1862,4,7,6,17,1,1,0,1,0,1,1,4,0,0
1266,5207,2012-09-24,1963,49,Adult,PhD,Middle,Married,53378,1,1,2,41,489,6,152,8,6,132,793,9,4,6,19,8,0,0,0,0,0,1,1,10,0
1267,11114,2013-02-08,1970,43,Adult,Graduation,Lower,Together,19656,1,0,1,94,25,4,9,6,8,32,84,2,1,3,6,7,0,0,0,0,0,0,0,3,0
1268,5429,2013-08-20,1948,65,Old,PhD,Middle,Married,45579,0,1,1,10,145,1,33,2,1,1,183,4,1,4,9,6,0,0,0,0,0,0,0,1,0
1269,9400,2014-06-21,1958,56,Adult,2n Cycle,Upper,Single,85485,0,0,0,73,630,26,611,44,18,54,1383,6,6,6,18,2,0,0,0,0,0,0,0,1,0
1270,1740,2014-04-07,1944,70,Old,Graduation,Middle,Married,55956,0,0,0,22,760,38,104,50,9,38,999,7,3,4,14,4,0,0,0,1,0,0,1,2,0
1271,7488,2013-01-22,1963,50,Adult,Master,Middle,Single,64191,0,1,1,30,420,15,186,151,38,15,825,5,3,13,21,3,0,0,0,0,0,0,0,3,0
1272,195,2012-08-26,1972,40,Adult,Graduation,Middle,Single,38808,1,0,1,21,125,17,52,3,19,30,246,5,1,4,10,8,0,0,1,0,0,1,2,4,0
1273,635,2013-03-19,1966,47,Adult,Master,Middle,Married,57183,1,1,2,51,464,5,64,7,0,70,610,9,1,7,17,8,0,0,0,0,0,0,0,8,0
1274,7527,2012-11-21,1968,44,Adult,Master,Lower,Divorced,23748,1,0,1,97,6,6,29,12,15,8,76,2,1,3,6,8,0,0,0,0,0,0,0,3,0
1275,10319,2013-02-26,1971,42,Adult,Graduation,Middle,Married,66303,0,1,1,56,1090,12,96,16,12,60,1286,3,4,11,18,8,0,0,0,1,0,0,1,4,0
1276,2296,2013-12-16,1975,38,Adult,Master,Middle,Married,37368,1,0,1,4,3,2,11,2,2,10,30,1,0,2,3,6,0,0,1,0,0,0,1,1,0
1277,10637,2013-01-01,1964,49,Adult,Graduation,Middle,Married,40800,1,2,3,77,24,0,27,8,30,10,99,3,0,3,6,7,0,0,0,0,0,0,0,2,1
1278,2931,2012-09-21,1978,34,Adult,Graduation,Upper,Divorced,71847,0,0,0,95,737,21,106,55,63,210,1192,6,7,9,22,3,1,0,0,0,0,0,1,0,0
1279,907,2013-11-29,1975,38,Adult,Graduation,Middle,Married,46149,0,1,1,36,254,6,71,4,0,27,362,5,1,7,13,5,0,0,0,0,0,0,0,5,0
1280,3698,2012-08-09,1983,29,Adult,Graduation,Upper,Together,78687,0,0,0,13,817,185,687,145,55,241,2130,4,6,8,18,2,0,0,0,0,1,1,2,1,0
1281,9516,2012-08-18,1971,41,Adult,2n Cycle,Middle,Divorced,49118,0,0,0,90,620,54,239,99,98,119,1229,9,7,10,26,7,0,1,0,1,0,1,3,2,0
1282,679,2012-09-20,1957,55,Adult,PhD,Middle,Married,37633,1,1,2,49,13,4,20,0,0,1,38,1,0,3,4,9,0,0,0,0,0,0,0,2,0
1283,7384,2013-07-21,1951,62,Old,Master,Middle,Together,39767,0,0,0,18,113,61,204,34,26,47,485,7,1,7,15,8,0,0,0,0,0,0,0,2,0
1284,5043,2012-11-05,1951,61,Old,Basic,Lower,Married,26997,0,0,0,89,7,23,78,133,49,144,434,4,2,5,11,7,0,0,0,0,0,0,0,2,0
1285,5267,2013-03-14,1970,43,Adult,Graduation,Lower,Divorced,33986,1,0,1,43,16,2,18,2,1,5,44,1,0,3,4,7,0,0,0,0,0,0,0,1,0
